Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
2.061264e+00                 3             2        7              3           9            0
2.064459e+00                 3             2        7              3           9            0
2.067659e+00                 3             2        7              3           9            0
2.070864e+00                 3             2        7              3           9            0
2.074074e+00                 3             2        7              3           9            0
2.077289e+00                 3             2        7              3           9            0
2.080509e+00                 3             2        7              3           9            0
2.083733e+00                 3             2        7              3           9            0
2.086963e+00                 3             2        7              3           9            0
2.090198e+00                 3             2        7              3           9            0
2.093438e+00                 3             2        7              3           9            0
